2025-12-03 13:54:41,993 | INFO     | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
2025-12-03 14:00:09,475 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:00:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:00:24,510 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:00:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:00:28,354 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\app.py', reloading
2025-12-03 14:00:28,581 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:00:34,648 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:00:34,658 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:00:40,399 | INFO     | werkzeug | 95.214.52.170 - - [03/Dec/2025 14:00:40] "[31m[1mGET / HTTP/1.1[0m" 401 -
2025-12-03 14:00:50,152 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:00:50] "GET /mint_position/SOL/4QU2NpRaqmKMvPSwVKQDeW4V6JFEKJdkzbzdauumD9qN HTTP/1.1" 200 -
2025-12-03 14:00:50,387 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:00:50] "[36mGET /static/css/mint_position.css HTTP/1.1[0m" 304 -
2025-12-03 14:00:50,397 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:00:50] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-12-03 14:00:50,408 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:00:50] "[36mGET /static/css/pool_ranges.css HTTP/1.1[0m" 304 -
2025-12-03 14:00:50,436 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:00:50] "[36mGET /static/css/wallet_connect.css HTTP/1.1[0m" 304 -
2025-12-03 14:00:50,447 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:00:50] "[36mGET /static/css/transaction_style.css HTTP/1.1[0m" 304 -
2025-12-03 14:00:51,027 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:00:51] "[36mGET /static/js/wallet_connect.js HTTP/1.1[0m" 304 -
2025-12-03 14:00:51,108 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:00:51] "GET /static/js/mint_position_sol.js HTTP/1.1" 200 -
2025-12-03 14:00:51,285 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:00:51] "[36mGET /static/images/favicon.png HTTP/1.1[0m" 304 -
2025-12-03 14:00:57,475 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:00:57] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:00:57,911 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:00:57] "GET /api/get_nonce HTTP/1.1" 200 -
2025-12-03 14:01:05,081 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:05] "POST /api/verify_signature HTTP/1.1" 200 -
2025-12-03 14:01:09,478 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:01:22,627 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:22] "GET /price_range_pool_sol HTTP/1.1" 200 -
2025-12-03 14:01:22,703 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:22] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-12-03 14:01:22,726 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:22] "[36mGET /static/css/wallet_connect.css HTTP/1.1[0m" 304 -
2025-12-03 14:01:22,728 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:22] "[36mGET /static/css/mint_position.css HTTP/1.1[0m" 304 -
2025-12-03 14:01:23,803 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:23] "[36mGET /static/css/pool_ranges.css HTTP/1.1[0m" 304 -
2025-12-03 14:01:23,813 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:23] "[36mGET /static/css/transaction_style.css HTTP/1.1[0m" 304 -
2025-12-03 14:01:23,915 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:23] "[36mGET /static/js/wallet_connect.js HTTP/1.1[0m" 304 -
2025-12-03 14:01:24,198 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:24] "[36mGET /static/images/favicon.png HTTP/1.1[0m" 304 -
2025-12-03 14:01:24,469 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:01:48,186 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:48] "POST /price_range_pool_sol HTTP/1.1" 200 -
2025-12-03 14:01:48,232 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:48] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-12-03 14:01:48,248 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:48] "[36mGET /static/css/wallet_connect.css HTTP/1.1[0m" 304 -
2025-12-03 14:01:48,249 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:48] "[36mGET /static/css/mint_position.css HTTP/1.1[0m" 304 -
2025-12-03 14:01:48,256 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:48] "[36mGET /static/css/transaction_style.css HTTP/1.1[0m" 304 -
2025-12-03 14:01:48,258 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:48] "[36mGET /static/css/pool_ranges.css HTTP/1.1[0m" 304 -
2025-12-03 14:01:48,453 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:48] "[36mGET /static/js/wallet_connect.js HTTP/1.1[0m" 304 -
2025-12-03 14:01:48,889 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:48] "[36mGET /static/images/favicon.png HTTP/1.1[0m" 304 -
2025-12-03 14:01:51,479 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:01:51] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:02:09,483 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:02:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:02:13,403 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:02:13] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-12-03 14:02:13,415 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:02:13] "[36mGET /static/css/wallet_connect.css HTTP/1.1[0m" 304 -
2025-12-03 14:02:13,420 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:02:13] "[36mGET /static/css/mint_position.css HTTP/1.1[0m" 304 -
2025-12-03 14:02:13,427 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:02:13] "[36mGET /static/css/pool_ranges.css HTTP/1.1[0m" 304 -
2025-12-03 14:02:13,435 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:02:13] "[36mGET /static/css/transaction_style.css HTTP/1.1[0m" 304 -
2025-12-03 14:02:13,442 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:02:13] "[33mGET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1[0m" 404 -
2025-12-03 14:02:16,771 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:02:16] "GET /get_mint_params?chain=SOL&pool_address=4QU2NpRaqmKMvPSwVKQDeW4V6JFEKJdkzbzdauumD9qN&min_price=5.4212146310714364e-17&max_price=1.8446050711007587e+22&amount0=0.01&amount1=1.424779&token0_decimals=9&token1_decimals=6&payer=HJncdQqZwAjD5sCTP2dxqqxzSF1XQrFdXwPYJgAj1dma HTTP/1.1" 200 -
2025-12-03 14:02:24,473 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:02:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:02:24,481 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:02:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:02:37,390 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:02:37] "GET /get_mint_params?chain=SOL&pool_address=4QU2NpRaqmKMvPSwVKQDeW4V6JFEKJdkzbzdauumD9qN&min_price=5.4212146310714364e-17&max_price=1.8446050711007587e+22&amount0=0.01&amount1=1.424779&token0_decimals=9&token1_decimals=6&payer=HJncdQqZwAjD5sCTP2dxqqxzSF1XQrFdXwPYJgAj1dma HTTP/1.1" 200 -
2025-12-03 14:02:49,477 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:02:49] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:02:51,477 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:02:51] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:03:01,609 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:03:01] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:03:09,482 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:03:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:03:24,483 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:03:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:03:49,484 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:03:49] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:03:51,484 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:03:51] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:03:55,470 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\services\\db_connect.py', reloading
2025-12-03 14:03:55,743 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:04:01,286 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:04:01,295 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:04:01,715 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:04:01] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:04:09,472 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:04:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:04:24,496 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:04:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:04:49,483 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:04:49] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:04:51,479 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:04:51] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:05:10,486 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:05:10] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:05:24,473 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:05:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:05:24,478 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:05:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:05:49,490 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:05:49] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:05:51,487 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:05:51] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:06:11,483 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:06:11] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:06:24,469 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:06:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:06:24,486 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:06:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:06:49,480 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:06:49] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:06:51,474 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:06:51] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:07:12,485 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:07:12] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:07:24,475 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:07:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:07:24,476 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:07:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:07:49,480 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:07:49] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:08:09,485 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:08:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:08:24,488 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:08:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:08:24,489 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:08:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:08:24,501 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:08:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:09:10,479 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:09:10] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:09:24,486 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:09:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:09:24,496 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:09:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:09:24,519 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:09:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:09:24,530 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:09:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:10:11,481 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:10:11] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:10:24,475 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:10:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:10:24,484 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:10:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:10:24,488 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:10:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:10:24,491 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:10:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:11:12,473 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:11:12] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:11:24,484 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:11:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:11:24,528 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:11:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:11:24,545 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:11:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:11:24,561 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:11:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:12:13,486 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:12:13] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:12:24,487 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:12:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:12:24,493 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:12:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:12:24,500 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:12:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:12:24,507 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:12:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:13:14,484 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:13:14] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:13:24,502 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:13:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:13:24,511 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:13:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:13:24,516 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:13:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:13:24,518 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:13:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:14:09,474 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:14:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:14:24,473 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:14:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:14:24,482 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:14:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:14:24,492 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:14:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:14:24,505 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:14:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:14:49,480 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:14:49] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:14:51,473 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:14:51] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:15:08,857 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\services\\liquidity_actions\\mint_position_sol.py', reloading
2025-12-03 14:15:09,075 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:15:14,351 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:15:14,360 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:15:14,784 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:15:14] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:15:24,474 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:15:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:15:24,484 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:15:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:16:09,327 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:16:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:16:24,474 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:16:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:16:24,486 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:16:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:16:24,489 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:16:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:16:24,497 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:16:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:17:09,474 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:17:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:17:24,482 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:17:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:17:24,484 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:17:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:17:24,493 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:17:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:17:24,496 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:17:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:18:09,479 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:18:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:18:24,482 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:18:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:18:24,500 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:18:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:18:24,505 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:18:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:18:24,513 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:18:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:19:10,476 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:19:10] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:19:24,477 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:19:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:19:24,486 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:19:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:19:24,489 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:19:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:19:24,495 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:19:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:20:11,485 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:20:11] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:20:24,470 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:20:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:20:24,472 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:20:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:20:24,475 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:20:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:20:24,479 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:20:24] "GET /check_update HTTP/1.1" 200 -
